Year,Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,VORP/Gm,VORP/Yr
2012,49,49,ORL,Kyle O'Quinn,Norfolk State,8,472,6714,2568,2166,643,0.517,0.218,0.74,14.2,5.4,4.6,1.4,17.8,0.128,0.9,5,0.01059322034,0.625
2012,50,50,DEN,İzzet Türkyılmaz,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2012,51,51,BOS,Kris Joseph,Syracuse,1,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1,-0.01,-0.1
2012,52,52,GSW,Ognjen Kuzmić,,2,37,164,35,38,8,0.52,,0.6,4.4,0.9,1,0.2,0.2,0.061,-5.6,-0.2,-0.005405405405,-0.1
2012,53,53,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2,-0.00487804878,-0.2
2012,54,54,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-7,-0.3,-0.006666666667,-0.15
2012,55,55,DAL,Darius Johnson-Odom,Marquette,2,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-25.5,-0.1,-0.01428571429,-0.05
2012,56,56,TOR,Tomislav Zubčić,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2012,57,57,NJN,İlkan Karaman,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2012,58,58,MIN,Robbie Hummel,Purdue,2,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,-0.004081632653,-0.2
2012,59,59,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2012,60,60,LAL,Robert Sacre,Gonzaga,4,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-4,-1.4,-0.007407407407,-0.35
2011,1,1,CLE,Kyrie Irving,Duke,14,779,26879,18433,3173,4364,0.474,0.394,0.888,34.5,23.7,4.1,5.6,91,0.163,4.5,43.7,0.05609756098,3.121428571
2011,2,2,MIN,Derrick Williams,Arizona,7,428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,-1.6,0.8,0.001869158879,0.1142857143
2011,3,3,UTA,Enes Freedom,,11,748,16101,8349,5822,638,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6,0.01016042781,0.6909090909
2011,4,4,CLE,Tristan Thompson,Texas,13,819,20432,6822,6428,800,0.52,0.238,0.592,24.9,8.3,7.8,1,49.3,0.116,-1.7,1.3,0.001587301587,0.1
2011,5,5,TOR,Jonas Valančiūnas,,13,937,23558,12279,8723,1301,0.56,0.341,0.794,25.1,13.1,9.3,1.4,84.6,0.172,1,17.7,0.01889007471,1.361538462
2011,6,6,WAS,Jan Veselý,,3,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-2.6,-0.4,-0.002469135802,-0.1333333333
2011,7,7,SAC,Bismack Biyombo,,14,867,16912,4395,5109,582,0.537,0,0.551,19.5,5.1,5.9,0.7,33.1,0.094,-2.6,-2.4,-0.00276816609,-0.1714285714
2011,8,8,DET,Brandon Knight,Kentucky,9,451,13202,6301,1385,1777,0.411,0.352,0.807,29.3,14,3.1,3.9,11.6,0.042,-1.6,1.4,0.00310421286,0.1555555556
2011,9,9,CHA,Kemba Walker,UConn,12,750,24810,14486,2831,3938,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,0.03973333333,2.483333333
2011,10,10,MIL,Jimmer Fredette,BYU,6,241,3213,1438,243,331,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,-2.5,-0.4,-0.001659751037,-0.06666666667
2011,11,11,GSW,Klay Thompson,Washington State,12,865,27809,16536,3041,1988,0.451,0.411,0.86,32.1,19.1,3.5,2.3,57.1,0.098,0.5,17.3,0.02,1.441666667
2011,12,12,UTA,Alec Burks,Colorado,14,791,17576,8346,2642,1521,0.415,0.386,0.805,22.2,10.6,3.3,1.9,31.7,0.087,-0.5,6.6,0.008343868521,0.4714285714
2011,13,13,PHO,Markieff Morris,Kansas,14,791,18460,8076,3847,1221,0.443,0.341,0.779,23.3,10.2,4.9,1.5,27.3,0.071,-1.5,2.3,0.002907711757,0.1642857143
2011,14,14,HOU,Marcus Morris,Kansas,13,832,22093,9965,3690,1235,0.435,0.377,0.774,26.6,12,4.4,1.5,39.4,0.086,-0.8,6.7,0.008052884615,0.5153846154
2011,15,15,IND,Kawhi Leonard,San Diego State,13,733,23283,14733,4662,2236,0.499,0.392,0.86,31.8,20.1,6.4,3.1,102.7,0.212,6.5,49.9,0.06807639836,3.838461538
2011,16,16,PHI,Nikola Vučević,USC,14,972,30503,16719,10170,2812,0.497,0.348,0.77,31.4,17.2,10.5,2.9,79.9,0.126,2.1,31.6,0.03251028807,2.257142857
2011,17,17,NYK,Iman Shumpert,Georgia Tech,10,461,11470,3320,1534,845,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,0.001952277657,0.09
2011,18,18,WAS,Chris Singleton,Florida State,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,-0.005405405405,-0.2666666667
2011,19,19,CHA,Tobias Harris,Tennessee,14,970,30727,15604,5969,2293,0.478,0.366,0.836,31.7,16.1,6.2,2.4,75.3,0.118,1,22.9,0.02360824742,1.635714286
2011,20,20,MIN,Donatas Motiejūnas,,6,251,4566,1832,952,269,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,-0.001992031873,-0.08333333333
2011,21,21,POR,Nolan Smith,Duke,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6,-0.8,-0.009523809524,-0.4
2011,22,22,DEN,Kenneth Faried,Morehead State University,8,478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,0.5,7.5,0.01569037657,0.9375
2011,23,23,HOU,Nikola Mirotić,,5,319,7718,3910,1894,407,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1,0.02225705329,1.42
2011,24,24,OKC,Reggie Jackson,Boston College,14,884,21859,10845,2463,3606,0.423,0.345,0.854,24.7,12.3,2.8,4.1,36.3,0.08,-0.6,7.5,0.008484162896,0.5357142857
2011,25,25,BOS,MarShon Brooks,Providence,5,200,3456,1592,424,282,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,-1.6,0.4,0.002,0.08
2011,26,26,DAL,Jordan Hamilton,Texas,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-0.1,1,0.006622516556,0.2
2011,27,27,NJN,JaJuan Johnson,Purdue,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1,-0.002777777778,-0.1
2011,28,28,CHI,Norris Cole,Cleveland State University,6,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4.1,-4.1,-0.01138888889,-0.6833333333
2011,29,29,SAS,Cory Joseph,Texas,14,866,18296,5828,2094,2517,0.44,0.35,0.786,21.1,6.7,2.4,2.9,32.1,0.084,-1.1,4,0.004618937644,0.2857142857
2011,30,30,CHI,Jimmy Butler,Marquette,14,869,28790,15898,4647,3772,0.472,0.328,0.843,33.1,18.3,5.3,4.3,123.7,0.206,5,50.5,0.0581127733,3.607142857
2011,31,31,MIA,Bojan Bogdanović,,10,719,20890,11184,2559,1194,0.46,0.394,0.859,29.1,15.6,3.6,1.7,37.6,0.086,-0.9,5.8,0.008066759388,0.58
2011,32,32,CLE,Justin Harper,Richmond,3,22,150,45,18,4,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,-8.7,-0.2,-0.009090909091,-0.06666666667
2011,33,33,DET,Kyle Singler,Duke,6,356,7794,2326,1026,272,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10,0.062,-2.5,-0.9,-0.002528089888,-0.15
2011,34,34,WAS,Shelvin Mack,Butler,8,456,8392,2997,894,1421,0.423,0.33,0.731,18.4,6.6,2,3.1,10.3,0.059,-1.9,0.1,0.0002192982456,0.0125
2011,35,35,SAC,Tyler Honeycutt,UCLA,2,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049,-5.1,-0.1,-0.004166666667,-0.05
2011,36,36,NJN,Jordan Williams,Maryland,1,43,635,197,156,11,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,0,0,0
2011,37,37,LAC,Trey Thompkins,Georgia,1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-5.7,-0.1,-0.004166666667,-0.1
2011,38,38,HOU,Chandler Parsons,Florida,9,440,13246,5571,1972,1201,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2,0.02318181818,1.133333333
2011,39,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7,-1.3,-0.0125,-0.4333333333
2011,40,40,MIL,Jon Leuer,Wisconsin,8,377,5945,2395,1426,301,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2,0.005305039788,0.25
2011,41,41,LAL,Darius Morris,Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.1,-1.2,-0.009090909091,-0.3
2011,42,42,IND,Dāvis Bertāns,,8,475,8545,3661,1159,448,0.422,0.396,0.863,18,7.7,2.4,0.9,18.6,0.105,0.2,4.7,0.009894736842,0.5875
2011,43,43,CHI,Malcolm Lee,UCLA,3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1,-0.002777777778,-0.03333333333
2011,44,44,GSW,Charles Jenkins,Hofstra,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8,-0.007272727273,-0.4
2011,45,45,NOH,Josh Harrellson,Kentucky,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,-0.4,0.4,0.005333333333,0.1333333333
2011,46,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,-5,-0.3,-0.00612244898,-0.1
2011,47,47,LAC,Travis Leslie,Georgia,1,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,0,0,0
2011,48,48,ATL,Keith Benson,Oakland,1,3,9,0,3,0,0,,,3,0,1,0,0,-0.005,-7.7,0,0,0
2011,49,49,MEM,Josh Selby,Kansas,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6,-0.01578947368,-0.3
2011,50,50,PHI,Lavoy Allen,Temple,6,388,6905,1847,1843,384,0.471,0.133,0.682,17.8,4.8,4.8,1,13.8,0.096,-2.1,-0.1,-0.0002577319588,-0.01666666667
2011,51,51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,52,52,DET,Vernon Macklin,Florida,1,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,1.2,0.1,0.004347826087,0.1
2011,53,53,ORL,DeAndre Liggins,Kentucky,5,177,1907,346,252,122,0.402,0.352,0.549,10.8,2,1.4,0.7,1.6,0.04,-2.2,-0.1,-0.0005649717514,-0.02
2011,54,54,CLE,Milan Mačvan,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,55,55,BOS,E'Twaun Moore,Purdue,10,598,12564,4743,1208,1055,0.455,0.388,0.742,21,7.9,2,1.8,14.8,0.057,-1.9,0.2,0.0003344481605,0.02
2011,56,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,57,57,DAL,Tanguy Ngombo,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,58,58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,59,59,SAS,Ádám Hanga,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2011,60,60,SAC,Isaiah Thomas,Washington,12,556,15582,9723,1321,2641,0.434,0.363,0.872,28,17.5,2.4,4.8,45.3,0.14,2.1,16.1,0.02895683453,1.341666667
2010,1,1,WAS,John Wall,Kentucky,11,647,22588,12088,2704,5735,0.43,0.322,0.776,34.9,18.7,4.2,8.9,44.5,0.094,2.2,24.1,0.0372488408,2.190909091
2010,2,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,0.0007092198582,0.05
2010,3,3,NJN,Derrick Favors,Georgia Tech,12,790,19202,8354,5608,851,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14,0.01772151899,1.166666667
2010,4,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2,0.00197044335,0.1333333333
2010,5,5,SAC,DeMarcus Cousins,Kentucky,11,654,19508,12802,6664,1979,0.46,0.331,0.737,29.8,19.6,10.2,3,46.8,0.115,2.4,21.6,0.03302752294,1.963636364
2010,6,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,0.002083333333,0.1142857143
2010,7,7,DET,Greg Monroe,Georgetown,10,646,17670,8402,5293,1376,0.514,0.059,0.703,27.4,13,8.2,2.1,50.4,0.137,1.4,15.3,0.02368421053,1.53
2010,8,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.5,0.009142053446,0.5909090909
2010,9,9,UTA,Gordon Hayward,Butler,14,835,25654,12687,3698,2940,0.455,0.37,0.822,30.7,15.2,4.4,3.5,63.5,0.119,1.6,23,0.02754491018,1.642857143
2010,10,10,IND,Paul George,Fresno State,15,908,30516,18697,5684,3369,0.44,0.383,0.853,33.6,20.6,6.3,3.7,89.5,0.141,3.7,44.1,0.04856828194,2.94
2010,11,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,0.527,,0.738,10,3.1,3.3,0.5,9.6,0.135,0.1,1.8,0.005309734513,0.225
2010,12,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,-0.009189189189,-0.34
2010,13,13,TOR,Ed Davis,UNC,12,722,13756,4291,4616,539,0.567,0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2,0.008587257618,0.5166666667
2010,14,14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,0,7.4,0.01029207232,0.6727272727
2010,15,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,0.004621848739,0.1833333333
2010,16,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,0.408,0.402,0.747,14,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,-0.0002624671916,-0.0125
2010,17,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,0.489,0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6,-0.008510638298,-0.5142857143
2010,18,18,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,0.02486772487,1.566666667
2010,19,19,BOS,Avery Bradley,Texas,12,660,18151,7279,1863,1105,0.434,0.365,0.783,27.5,11,2.8,1.7,17.2,0.045,-2.4,-1.8,-0.002727272727,-0.15
2010,20,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8,-0.003238866397,-0.16
2010,21,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,-0.01176470588,-0.1
2010,22,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1,-0.01009174312,-0.275
2010,23,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,0.007894736842,0.525
2010,24,24,ATL,Damion James,Texas,4,39,623,150,131,26,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,-3.7,-0.3,-0.007692307692,-0.075
2010,25,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1,-0.00125,-0.03333333333
2010,26,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,0.0008450704225,0.04285714286
2010,27,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,0.00462633452,0.2166666667
2010,28,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9,2.5,4.8,12.6,0.064,-1.2,1.8,0.004488778055,0.2571428571
2010,29,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,-3.5,-0.2,-0.003921568627,-0.06666666667
2010,30,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,-0.004166666667,-0.1
2010,31,31,NJN,Tibor Pleiß,,1,12,82,24,15,2,0.44,0,1,6.8,2,1.3,0.2,-0.1,-0.041,-11.6,-0.2,-0.01666666667,-0.2
2010,32,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5,-0.01,-0.125
2010,33,33,SAC,Hassan Whiteside,Marshall,10,511,12645,6450,5523,327,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52,0.197,2.5,14.5,0.02837573386,1.45
2010,34,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-4.1,-0.2,-0.004255319149,-0.1
2010,35,35,WAS,Nemanja Bjelica,,7,449,9173,3412,2051,826,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20,0.104,0.3,5.4,0.01202672606,0.7714285714
2010,36,36,DET,Terrico White,Ole Miss,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,37,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,0.154,0,,7.8,0.8,0.6,1.2,-0.2,-0.225,-13,-0.1,-0.02,-0.1
2010,38,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1,-0.02,-0.1
2010,39,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6,0.01019607843,0.52
2010,40,40,IND,Lance Stephenson,Cincinnati,10,554,12680,4738,2251,1621,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,0.004151624549,0.23
2010,41,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,0.582,,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1,-0.002702702703,-0.05
2010,42,42,MIA,Da'Sean Butler,West Virginia,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,43,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5,-0.007936507937,-0.1666666667
2010,44,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,0.528,,0.852,7.6,2.8,2,0.3,1.7,0.168,-1,0.1,0.001538461538,0.05
2010,45,45,MIN,Paulão Prestes,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,46,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,,2,0,0,0,0,-0.009,-15,0,0,0
2010,47,47,MIL,Tiny Gallon,Oklahoma,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,48,48,MIA,Latavious Williams,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,49,49,SAS,Ryan Richards,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,50,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,0.314,,0.7,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1,-0.003846153846,-0.05
2010,51,51,OKC,Magnum Rolle,Louisiana Tech,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,52,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,-0.004285714286,-0.15
2010,53,53,ATL,Pape Sy,,1,3,21,7,3,2,0.333,0,1,7,2.3,1,0.7,0,-0.047,-6,0,0,0
2010,54,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0,0,0
2010,55,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,0.0076,0.2714285714
2010,56,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,0.467,,0.462,4.8,0.6,0.8,0.1,0,0.013,-7.3,-0.2,-0.006060606061,-0.06666666667
2010,57,57,IND,Ryan Reid,Florida State,1,5,17,8,2,0,0.8,,,3.4,1.6,0.4,0,0.1,0.142,-2,0,0,0
2010,58,58,LAL,Derrick Caracter,Texas-El Paso,1,41,215,81,43,7,0.485,,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3,-0.007317073171,-0.3
2010,59,59,ORL,Stanley Robinson,UConn,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2010,60,60,PHO,Dwayne Collins,Miami (FL),,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!
2009,1,1,LAC,Blake Griffin,Oklahoma,13,765,24384,14513,6109,3055,0.493,0.328,0.696,31.9,19,8,4,81.1,0.16,3.3,32.8,0.04287581699,2.523076923
2009,2,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4,-0.001785714286,-0.08
2009,3,3,OKC,James Harden,Arizona State,16,1151,40012,27687,6473,8316,0.439,0.363,0.861,34.8,24.1,5.6,7.2,174.7,0.21,6.3,84.2,0.07315377932,5.2625
2009,4,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,0.02205387205,1.31
2009,5,5,MIN,Ricky Rubio,,12,698,20694,7570,2830,5160,0.388,0.324,0.843,29.6,10.8,4.1,7.4,42.3,0.098,0.5,13.3,0.01905444126,1.108333333
2009,6,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4,-1.9,-0.01165644172,-0.6333333333
2009,7,7,GSW,Stephen Curry,Davidson,16,1026,34975,25386,4819,6540,0.471,0.423,0.911,34.1,24.7,4.7,6.4,143.1,0.196,6.5,74.7,0.07280701754,4.66875
2009,8,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0,0,0
2009,9,9,TOR,DeMar DeRozan,USC,16,1187,41228,25292,5208,4869,0.469,0.3,0.842,34.7,21.3,4.4,4.1,108.5,0.126,0.8,29.4,0.0247683235,1.8375
2009,10,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,0.387,0.345,0.796,30.3,14.1,3,5.7,29.9,0.085,0.8,11.8,0.02126126126,1.311111111
2009,11,11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,-0.003921568627,-0.15
2009,12,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,0.001121495327,0.075
2009,13,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2,0,0,0
2009,14,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-2.8,-0.8,-0.0030651341,-0.1333333333
2009,15,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2,0,0,0
2009,16,16,CHI,James Johnson,Wake Forest,16,786,15561,5830,2716,1610,0.473,0.3,0.678,19.8,7.4,3.5,2,27.4,0.084,0.4,9.3,0.01183206107,0.58125
2009,17,17,PHI,Jrue Holiday,UCLA,16,1037,34160,16422,4340,6440,0.462,0.37,0.788,32.9,15.8,4.2,6.2,74.6,0.105,1.6,31.1,0.0299903568,1.94375
2009,18,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,1.4,13.6,0.02468239564,1.7
2009,19,19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,0.01731234867,1.191666667
2009,20,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,-0.002996254682,-0.16
2009,21,21,NOH,Darren Collison,UCLA,11,711,20833,8861,1889,3545,0.471,0.394,0.853,29.3,12.5,2.7,5,49.9,0.115,0.5,13.4,0.0188466948,1.218181818
2009,22,22,POR,Victor Claver,,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.6,-0.4,-0.005,-0.1333333333
2009,23,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,0.454,0.368,0.678,20.3,7.9,4,1.1,19.6,0.078,-0.8,3.5,0.005952380952,0.35
